uniprot_id	mean_plddt	median_plddt	min_plddt	max_plddt	very_high_conf_pct	high_conf_pct	low_conf_pct	very_low_conf_pct	quality_grade	residue_count	alphafold_version
P09467	94.46	97.5	39.72	98.88	88.8	8.5	1.9	0.8	Excellent	2582	v6
P09471	94.67	97.12	40.44	98.81	87.7	10.5	1.0	0.7	Excellent	2807	v6
P09486	85.07	96.69	28.77	98.69	77.8	1.1	4.0	17.1	Good	2428	v6
P09488	98.29	98.56	81.69	98.94	99.6	0.4	0.0	0.0	Excellent	1812	v6
P09493	91.67	96.38	35.78	98.62	75.5	18.8	5.1	0.7	Excellent	2288	v6
P09496	72.2	76.5	27.45	98.62	24.8	37.3	18.6	19.4	Good	1907	v6
P09497	74.35	81.25	30.34	98.19	27.8	37.6	13.0	21.6	Good	1772	v6
P09525	96.84	98.06	41.09	98.88	95.8	3.4	0.5	0.3	Excellent	2513	v6
P09529	75.01	83.5	31.2	95.56	23.6	40.0	22.2	14.1	Good	3171	v6
P09543	87.54	94.81	25.95	98.81	74.5	13.3	1.9	10.3	Good	3350	v6
P09544	88.89	94.69	38.75	98.75	70.7	17.8	8.3	3.2	Good	2820	v6
P09564	77.51	86.5	40.28	98.44	44.0	16.7	27.3	12.0	Good	1781	v6
P09565	52.89	50.84	34.72	76.0	0.0	5.3	50.6	44.0	Medium	847	v6
P09601	83.62	97.31	25.86	98.94	73.9	1.8	5.4	18.8	Good	2315	v6
P09603	58.62	43.78	29.64	98.12	25.6	8.7	6.5	59.1	Medium	4225	v6
P09619	72.96	84.38	23.31	98.44	30.5	35.9	11.4	22.3	Good	8716	v6
P09622	93.69	98.62	31.34	98.94	91.6	0.9	0.4	7.1	Excellent	3802	v6
P09629	66.76	54.38	38.0	98.75	31.1	6.6	27.9	34.3	Medium	1689	v6
P09630	65.01	55.09	34.62	98.75	27.5	6.4	28.5	37.5	Medium	1895	v6
P09651	70.09	85.56	29.66	98.31	45.6	7.5	4.2	42.7	Good	2735	v6
P09661	88.28	97.25	37.38	98.81	70.1	15.5	5.8	8.6	Good	1997	v6
P09668	94.3	98.38	39.47	98.94	90.6	2.4	2.4	4.5	Excellent	2630	v6
P09669	94.94	97.0	55.34	98.62	90.1	7.8	2.1	0.0	Excellent	617	v6
P09681	69.83	68.5	37.34	93.88	16.5	32.3	33.2	17.9	Medium	1204	v6
P09683	66.35	61.81	41.56	94.44	10.1	25.3	57.6	7.0	Medium	913	v6
P09693	75.05	79.88	45.62	97.12	22.7	38.1	34.3	4.9	Good	1438	v6
P09758	83.11	92.56	31.61	98.5	61.3	14.2	16.2	8.4	Good	2500	v6
P09769	83.0	93.25	22.55	98.81	65.7	16.2	3.6	14.5	Good	4186	v6
P09848	86.63	93.69	22.94	98.75	66.1	20.7	7.2	6.1	Good	15481	v6
P09871	88.02	92.31	36.59	98.38	67.1	24.2	6.1	2.6	Good	5391	v6
P09874	83.23	90.19	23.98	98.75	51.3	33.1	5.6	10.0	Good	7944	v6
P09884	76.36	89.44	23.2	98.25	47.2	25.1	4.4	23.2	Good	11656	v6
P09912	54.92	53.09	26.22	82.44	0.0	8.7	49.9	41.3	Medium	905	v6
P09913	88.82	93.38	32.16	98.5	69.8	20.5	7.3	2.4	Good	3838	v6
P09914	94.29	96.69	44.31	98.81	87.5	10.0	2.0	0.4	Excellent	3893	v6
P09917	97.24	98.44	69.0	98.94	95.8	4.1	0.2	0.0	Excellent	5501	v6
P09919	84.67	91.81	41.97	98.69	56.4	24.7	14.8	4.2	Good	1565	v6
P09923	93.46	98.69	30.98	98.94	89.8	1.9	1.2	7.2	Excellent	3998	v6
P09936	93.58	96.06	65.31	98.75	79.1	19.1	1.7	0.0	Excellent	1741	v6
P09958	84.71	95.75	29.2	98.94	65.7	14.5	6.7	13.1	Good	6099	v6
P09960	96.35	97.62	42.53	98.94	94.9	4.8	0.1	0.2	Excellent	4885	v6
P09972	96.43	98.56	48.09	99.0	94.0	3.4	2.2	0.3	Excellent	2776	v6
P0C024	94.23	97.62	38.34	98.94	87.1	9.1	2.5	1.3	Excellent	1901	v6
P0C025	85.64	93.31	29.17	98.81	68.1	16.0	6.9	9.0	Good	2532	v6
P0C091	76.32	80.75	22.36	93.44	4.3	74.5	14.4	6.8	Good	16791	v6
P0C0E4	74.68	85.56	26.11	98.12	39.6	28.3	7.5	24.7	Good	2194	v6
P0C0L4	83.56	89.06	26.62	97.69	45.2	41.9	5.5	7.5	Good	13572	v6
P0C0L5	83.5	88.88	28.02	97.44	43.7	43.5	5.8	7.0	Good	13571	v6
P0C0P6	65.34	61.5	51.59	88.75	0.0	25.4	74.6	0.0	Medium	708	v6
P0C0S5	90.96	98.0	42.62	98.75	82.2	4.2	9.2	4.4	Excellent	954	v6
P0C0S8	91.34	97.62	52.25	98.81	79.9	6.9	13.2	0.0	Excellent	993	v6
P0C1H6	75.11	92.5	32.38	96.5	60.3	3.5	2.6	33.6	Good	1188	v6
P0C1S8	67.5	70.38	25.64	98.69	40.8	9.5	10.0	39.7	Medium	4423	v6
P0C1Z6	67.81	59.47	36.31	98.62	30.0	6.7	41.0	22.3	Medium	1991	v6
P0C221	76.01	81.75	28.36	95.69	24.4	47.8	15.8	12.0	Good	6573	v6
P0C263	90.25	96.06	36.84	98.75	84.8	4.9	1.6	8.8	Excellent	2686	v6
P0C264	86.35	96.0	26.89	98.75	79.1	3.7	2.7	14.5	Good	2714	v6
P0C2L3	57.19	50.97	32.72	97.5	11.3	7.0	36.3	45.4	Medium	1273	v6
P0C2S0	70.79	65.88	47.38	96.06	18.3	20.3	57.4	4.0	Good	629	v6
P0C2W1	91.19	96.5	32.47	98.75	86.5	4.0	2.6	6.9	Excellent	2155	v6
P0C2W7	52.03	48.91	34.69	89.38	0.0	8.0	38.1	54.0	Medium	2201	v6
P0C2Y1	61.73	49.31	31.06	98.12	26.8	9.4	12.4	51.3	Medium	3371	v6
P0C5J1	89.95	93.75	36.72	98.62	76.7	15.2	6.1	2.0	Good	2587	v6
P0C5K6	70.44	71.44	54.38	77.69	0.0	66.9	33.1	0.0	Good	242	v6
P0C5K7	35.21	34.31	24.78	52.53	0.0	0.0	3.0	97.0	Poor	1080	v6
P0C5Y4	46.47	46.62	34.59	57.5	0.0	0.0	34.9	65.1	Poor	830	v6
P0C5Y9	87.9	94.19	48.75	98.19	75.6	7.9	16.0	0.4	Good	891	v6
P0C5Z0	87.38	94.06	49.16	98.19	75.6	6.2	17.4	0.9	Good	892	v6
P0C604	81.21	84.69	30.69	97.69	28.2	58.0	8.8	5.0	Good	2508	v6
P0C617	79.69	85.56	30.88	98.44	35.9	39.0	15.7	9.3	Good	2600	v6
P0C623	87.63	90.88	33.31	98.38	57.1	36.9	2.0	4.0	Good	2499	v6
P0C626	89.09	93.0	35.0	97.94	67.2	25.0	5.4	2.5	Good	2504	v6
P0C628	90.79	93.81	37.25	98.69	71.9	23.7	3.2	1.1	Excellent	2448	v6
P0C629	82.49	87.31	36.12	97.69	35.7	46.5	14.3	3.5	Good	2459	v6
P0C645	86.99	90.31	31.31	98.38	52.8	39.6	2.1	5.4	Good	2509	v6
P0C646	87.11	91.12	40.06	98.25	57.9	32.8	8.5	0.9	Good	2351	v6
P0C671	47.88	44.62	28.22	80.88	0.0	8.3	21.9	69.8	Poor	5061	v6
P0C672	90.55	94.5	48.38	98.25	74.7	18.8	5.2	1.3	Excellent	2007	v6
P0C6A0	62.89	54.16	29.98	98.06	23.6	16.4	14.5	45.5	Medium	2072	v6
P0C6C1	54.66	44.06	29.0	94.44	14.9	9.7	15.4	60.0	Medium	4087	v6
P0C6P0	63.84	65.44	40.03	81.88	0.0	33.4	57.5	9.1	Medium	791	v6
P0C6S8	86.16	93.94	32.0	98.69	72.4	13.1	1.9	12.6	Good	4561	v6
P0C6T2	89.55	96.0	52.72	98.31	74.2	13.2	12.5	0.0	Good	295	v6
P0C7A2	50.76	47.56	30.31	92.81	3.5	7.8	30.6	58.1	Medium	3048	v6
P0C7H8	32.82	32.5	24.58	46.16	0.0	0.0	0.0	100.0	Poor	904	v6
P0C7H9	66.75	79.88	23.42	98.75	40.0	15.0	6.5	38.5	Medium	4198	v6
P0C7I0	67.51	85.25	24.44	98.81	45.9	9.0	4.5	40.6	Medium	4178	v6
P0C7I6	77.97	92.19	34.19	98.81	53.8	11.1	11.7	23.5	Good	2355	v6
P0C7L1	80.58	87.69	43.75	97.31	41.4	33.1	24.5	1.1	Good	752	v6
P0C7M3	61.17	51.69	31.52	95.69	18.0	15.9	20.4	45.7	Medium	737	v6
P0C7M4	63.61	56.12	34.09	97.75	22.3	10.2	34.6	32.8	Medium	2221	v6
P0C7M6	84.59	96.06	42.0	97.56	67.6	6.4	18.1	8.0	Good	1279	v6
P0C7M7	89.38	95.31	28.36	98.88	76.7	15.0	2.0	6.3	Good	4633	v6
P0C7M8	83.08	91.88	39.0	98.44	57.4	17.8	16.3	8.4	Good	1682	v6
P0C7N1	89.65	93.5	37.81	98.69	72.6	18.4	7.3	1.8	Good	2548	v6
P0C7N4	74.28	81.38	28.56	98.5	36.6	28.4	14.6	20.4	Good	2744	v6
P0C7N5	90.06	93.31	38.97	98.5	73.6	20.1	4.1	2.2	Excellent	2454	v6
P0C7N8	88.33	92.06	36.59	98.31	60.6	32.0	5.4	2.0	Good	2386	v6
P0C7P0	87.67	98.25	46.19	98.81	72.0	8.4	16.9	2.7	Good	997	v6
P0C7P1	49.83	42.59	28.78	93.88	9.5	6.3	10.0	74.2	Poor	3932	v6
P0C7P2	55.26	53.62	42.75	75.19	0.0	10.3	57.4	32.4	Medium	816	v6
P0C7P3	83.82	89.5	19.81	97.75	47.7	38.8	7.4	6.1	Good	7291	v6
P0C7P4	78.57	92.81	25.98	98.25	61.1	9.1	4.6	25.2	Good	2168	v6
P0C7Q2	58.14	57.31	40.78	75.12	0.0	8.7	73.3	18.0	Medium	802	v6
P0C7Q5	83.49	90.56	30.36	97.69	53.3	30.3	6.0	10.4	Good	2483	v6
P0C7Q6	82.71	89.88	28.23	97.56	48.8	36.0	4.3	11.0	Good	2469	v6
P0C7T2	84.29	87.81	30.11	96.94	39.8	50.1	7.7	2.3	Good	2402	v6
P0C7T3	87.89	91.12	37.78	97.44	55.9	40.9	0.8	2.3	Good	2486	v6
P0C7T5	50.97	41.09	26.98	98.44	16.2	2.6	8.6	72.7	Medium	5160	v6
P0C7T7	37.05	35.84	23.77	59.12	0.0	0.0	4.6	95.4	Poor	2732	v6
P0C7T8	72.39	79.19	38.88	93.0	9.3	55.4	17.6	17.8	Good	1652	v6
P0C7U0	62.62	58.31	26.09	98.25	24.9	18.8	14.1	42.1	Medium	6368	v6
P0C7U1	85.89	97.31	37.97	98.88	71.0	7.7	8.9	12.4	Good	1347	v6
P0C7U3	79.81	93.25	25.31	98.69	63.2	11.1	3.5	22.2	Good	2944	v6
P0C7U9	35.54	31.44	21.92	59.66	0.0	0.0	15.8	84.2	Poor	2238	v6
P0C7V0	40.55	38.25	24.97	78.69	0.0	4.1	5.9	90.0	Poor	2048	v6
P0C7V4	50.37	45.31	33.0	93.88	4.3	5.9	24.0	65.7	Medium	3501	v6
P0C7V6	51.14	38.22	24.39	94.44	7.4	20.3	10.0	62.3	Medium	6159	v6
P0C7V7	89.4	90.88	53.91	96.75	57.3	41.4	1.3	0.0	Good	1353	v6
P0C7V8	70.63	88.19	22.95	98.5	46.9	16.5	2.4	34.2	Good	5014	v6
P0C7V9	69.53	81.44	23.95	98.62	39.7	15.4	13.1	31.8	Medium	1869	v6
P0C7W0	62.54	57.94	30.92	96.62	13.6	19.6	31.3	35.5	Medium	1460	v6
P0C7W6	88.63	94.69	43.38	98.62	67.6	20.3	11.4	0.7	Good	2173	v6
P0C7W8	50.57	46.09	32.31	93.75	4.1	6.3	24.4	65.2	Medium	3498	v6
P0C7W9	50.55	45.97	33.25	93.56	3.9	6.2	25.8	64.1	Medium	3505	v6
P0C7X0	49.79	45.12	32.5	94.06	4.2	6.2	21.8	67.8	Poor	3496	v6
P0C7X1	59.83	58.38	22.92	96.38	22.3	22.9	8.3	46.5	Medium	4378	v6
P0C7X2	59.52	55.16	28.95	90.5	0.7	37.1	17.2	44.9	Medium	2151	v6
P0C7X3	50.51	40.72	21.05	93.31	3.0	25.4	10.8	60.9	Medium	2747	v6
P0C7X4	76.85	91.38	27.95	98.31	57.4	14.6	0.9	27.1	Good	1593	v6
P0C841	69.15	71.19	43.94	86.88	0.0	52.6	38.7	8.7	Medium	367	v6
P0C851	62.97	60.22	32.69	93.88	8.2	30.2	28.0	33.6	Medium	1073	v6
P0C853	38.58	38.12	25.56	51.91	0.0	0.0	5.4	94.6	Poor	817	v6
P0C854	33.48	30.97	22.53	60.44	0.0	0.0	5.7	94.3	Poor	1655	v6
P0C860	68.69	77.94	24.42	98.19	40.2	12.9	6.1	40.8	Medium	2865	v6
P0C862	65.61	50.19	30.83	98.81	36.0	8.8	5.8	49.5	Medium	2444	v6
P0C864	50.22	49.78	35.25	75.81	0.0	1.2	46.2	52.6	Medium	1178	v6
P0C866	68.42	73.44	18.64	93.19	7.6	48.8	25.3	18.3	Medium	2172	v6
P0C869	87.39	92.31	36.72	98.75	63.2	24.0	10.9	2.0	Good	6203	v6
P0C870	97.89	98.5	85.31	98.94	98.0	2.0	0.0	0.0	Excellent	2538	v6
P0C874	45.58	38.19	24.8	91.06	0.4	14.1	12.3	73.1	Poor	7209	v6
P0C875	68.53	74.31	26.12	98.0	24.6	30.8	17.9	26.7	Medium	2682	v6
P0C879	56.2	54.94	37.09	80.5	0.0	9.4	65.4	25.2	Medium	1024	v6
P0C880	50.45	49.97	31.41	81.56	0.0	8.0	41.6	50.4	Medium	992	v6
P0C881	72.0	87.94	16.02	97.94	42.2	24.6	7.5	25.6	Good	7085	v6
P0C8F1	90.73	96.31	59.69	98.5	72.7	19.2	8.1	0.0	Excellent	787	v6
P0CAP1	77.9	91.25	22.7	98.56	52.8	13.5	11.9	21.9	Good	3789	v6
P0CAP2	67.22	69.69	32.47	98.62	18.9	30.5	20.8	29.8	Medium	2925	v6
P0CAT3	56.84	54.59	35.97	77.12	0.0	19.0	47.4	33.5	Medium	945	v6
P0CB33	68.42	80.5	20.69	94.19	17.3	49.7	4.1	29.0	Medium	3326	v6
P0CB38	91.73	95.19	35.25	98.38	78.6	17.4	2.5	1.5	Excellent	2938	v6
P0CB47	71.73	83.69	19.39	97.62	29.4	34.1	10.5	26.0	Good	3240	v6
P0CB48	69.27	83.44	25.91	97.69	23.0	36.5	9.2	31.4	Medium	3267	v6
P0CE67	43.39	43.16	32.91	55.94	0.0	0.0	11.9	88.1	Poor	795	v6
P0CE71	91.63	92.5	60.72	96.25	82.2	16.8	0.9	0.0	Excellent	850	v6
P0CE72	92.31	93.12	61.22	96.81	89.5	9.6	0.9	0.0	Excellent	854	v6
P0CF51	87.03	95.0	40.88	98.5	68.6	14.5	12.3	4.6	Good	1387	v6
P0CF74	96.47	98.31	39.09	98.88	96.1	1.1	1.9	0.9	Excellent	793	v6
P0CF75	84.45	91.81	36.22	97.56	61.2	22.6	8.5	7.7	Good	2835	v6
P0CF97	81.06	90.31	23.23	97.44	51.5	29.7	7.4	11.4	Good	5353	v6
P0CG00	58.02	43.31	23.81	96.38	25.4	15.8	4.3	54.5	Medium	3933	v6
P0CG01	79.57	86.12	41.91	97.38	38.5	32.6	21.8	7.2	Good	1420	v6
P0CG04	96.15	98.12	30.69	98.88	94.7	2.5	1.1	1.6	Excellent	798	v6
P0CG08	82.78	86.56	25.25	96.38	36.1	49.2	11.8	2.9	Good	3734	v6
P0CG12	46.73	45.38	31.23	76.38	0.0	3.0	24.1	72.9	Poor	3622	v6
P0CG13	86.99	92.5	50.59	97.5	61.4	26.7	11.9	0.0	Good	938	v6
P0CG20	50.0	44.72	28.81	95.56	5.0	5.9	22.6	66.6	Poor	4181	v6
P0CG21	94.0	96.38	59.03	98.56	82.4	16.7	0.9	0.0	Excellent	886	v6
P0CG22	87.04	92.62	31.61	98.62	67.4	20.6	3.6	8.4	Good	2143	v6
P0CG23	67.53	82.31	22.22	98.25	36.7	19.0	6.6	37.7	Medium	5258	v6
P0CG24	90.03	93.25	33.25	97.38	71.1	24.7	1.7	2.6	Excellent	3073	v6
P0CG29	97.7	98.19	62.5	98.88	99.4	0.2	0.4	0.0	Excellent	1940	v6
P0CG30	98.16	98.56	64.06	98.94	99.4	0.2	0.4	0.0	Excellent	1940	v6
P0CG31	64.27	79.75	16.61	97.38	30.1	22.8	5.5	41.6	Medium	4173	v6
P0CG32	70.05	71.69	29.94	97.56	32.7	19.2	19.4	28.7	Good	3166	v6
P0CG33	74.46	89.94	22.91	98.69	49.5	15.1	6.9	28.5	Good	5607	v6
P0CG34	72.08	74.75	54.31	84.5	0.0	59.9	40.1	0.0	Good	364	v6
P0CG35	72.25	73.94	52.97	84.81	0.0	59.9	40.1	0.0	Good	364	v6
P0CG36	63.99	61.69	28.19	97.69	23.5	17.1	21.5	37.9	Medium	1730	v6
P0CG37	64.18	62.06	26.75	97.69	23.5	17.5	22.9	36.0	Medium	1727	v6
P0CG38	70.91	87.81	24.09	98.44	45.3	17.2	3.5	34.0	Good	8476	v6
P0CG39	72.2	88.44	23.92	98.5	46.5	18.4	4.1	31.0	Good	8206	v6
P0CG40	49.04	40.78	27.75	88.12	0.0	21.6	11.1	67.4	Poor	3438	v6
P0CG41	69.47	82.31	25.8	97.88	43.9	11.4	7.4	37.3	Medium	6196	v6
P0CG42	38.17	35.31	21.48	80.62	0.0	6.6	4.5	88.9	Poor	3037	v6
P0CG43	38.23	35.09	22.02	82.44	0.0	8.4	4.6	87.0	Poor	3057	v6
P0CG47	93.74	96.06	36.22	98.5	88.1	7.9	3.4	0.6	Excellent	1810	v6
P0CG48	88.99	90.88	33.41	97.12	59.3	36.5	3.9	0.3	Good	5417	v6
P0CH98	30.16	29.75	20.55	40.47	0.0	0.0	0.0	100.0	Poor	1303	v6
P0CH99	63.77	70.56	23.11	96.44	17.1	33.4	14.2	35.3	Medium	2425	v6
P0CI00	62.32	71.81	23.14	95.06	9.6	43.2	11.7	35.5	Medium	2427	v6
P0CI01	61.43	59.41	22.98	96.88	22.3	20.0	15.5	42.2	Medium	3407	v6
P0CI25	85.51	92.25	36.53	98.12	62.9	20.9	9.9	6.4	Good	3706	v6
P0CI26	84.53	92.06	32.59	98.19	61.1	21.2	9.8	7.8	Good	3709	v6
P0CJ68	69.08	68.75	47.28	79.69	0.0	47.1	48.7	4.3	Medium	187	v6
P0CJ69	65.49	63.06	51.56	77.06	0.0	34.9	65.1	0.0	Medium	215	v6
P0CJ70	70.81	69.81	50.16	82.56	0.0	49.0	51.0	0.0	Good	194	v6
P0CJ71	74.85	77.69	53.97	83.75	0.0	78.2	21.8	0.0	Good	225	v6
P0CJ72	69.13	67.75	55.09	79.12	0.0	45.1	54.9	0.0	Medium	184	v6
P0CJ73	70.15	68.25	59.91	81.5	0.0	43.9	56.1	0.0	Good	189	v6
P0CJ74	84.79	90.25	50.09	92.31	53.3	31.0	15.8	0.0	Good	184	v6
P0CJ75	69.35	68.31	52.06	79.56	0.0	47.6	52.4	0.0	Medium	185	v6
P0CJ76	71.49	69.75	53.0	84.56	0.0	46.0	54.0	0.0	Good	187	v6
P0CJ77	87.44	91.94	58.94	95.38	56.4	35.9	7.7	0.0	Good	195	v6
P0CJ78	58.96	66.69	26.47	85.75	0.0	46.0	13.0	41.0	Medium	7813	v6
P0CJ79	70.27	84.31	20.8	95.62	15.4	54.4	3.1	27.1	Good	5861	v6
P0CJ85	63.32	49.56	32.25	98.5	31.9	5.8	11.7	50.5	Medium	3176	v6
P0CJ86	62.83	49.75	32.38	98.5	32.3	5.1	12.2	50.3	Medium	3176	v6
P0CJ87	63.26	49.88	31.44	98.56	32.4	5.1	12.4	50.1	Medium	3169	v6
P0CJ88	63.34	49.84	30.91	98.44	31.9	5.5	12.2	50.3	Medium	3176	v6
P0CJ89	63.45	50.41	31.19	98.44	31.9	6.1	12.2	49.8	Medium	3176	v6
P0CJ90	63.89	50.53	31.95	98.56	31.9	5.8	13.5	48.8	Medium	3176	v6
P0CJ92	69.64	79.0	26.86	98.0	38.1	17.7	12.3	31.9	Medium	5002	v6
P0CK96	73.85	84.31	24.88	96.56	33.1	34.1	8.2	24.6	Good	3078	v6
P0CK97	54.41	53.41	34.09	83.44	0.0	13.0	41.6	45.4	Medium	2040	v6
P0CL80	62.42	62.12	41.06	75.94	0.0	8.4	90.3	1.3	Medium	908	v6
P0CL81	63.0	62.75	40.97	76.56	0.0	10.9	88.2	0.9	Medium	908	v6
P0CL82	63.17	62.75	41.31	77.19	0.0	11.9	87.2	0.9	Medium	908	v6
P0CL83	82.13	91.06	31.12	97.94	54.4	23.0	10.2	12.3	Good	1669	v6
P0CL84	89.85	94.12	54.03	98.19	76.1	13.4	10.5	0.0	Good	1092	v6
P0CL85	89.89	93.94	54.84	98.06	76.7	12.8	10.6	0.0	Good	1088	v6
P0CV98	75.85	87.38	27.55	98.44	39.8	28.5	11.1	20.6	Good	2467	v6
P0CV99	73.3	87.12	28.25	98.31	43.3	17.0	11.8	28.0	Good	2511	v6
P0CW00	76.27	87.44	25.56	98.44	39.5	31.9	7.6	21.0	Good	2471	v6
P0CW01	75.82	87.31	28.06	98.19	40.4	28.1	10.6	20.9	Good	2467	v6
P0CW18	74.35	85.94	23.0	98.62	34.8	35.6	7.3	22.3	Good	4547	v6
P0CW19	73.65	83.31	33.62	95.75	27.9	35.3	15.4	21.3	Good	928	v6
P0CW20	72.74	82.69	35.53	94.5	24.4	37.7	14.5	23.4	Good	928	v6
P0CW21	70.64	72.38	50.41	90.5	1.9	52.0	46.2	0.0	Good	429	v6
P0CW23	75.59	68.81	55.22	98.44	30.7	17.2	52.1	0.0	Good	551	v6
P0CW24	75.53	85.75	21.98	98.12	39.9	32.1	6.7	21.3	Good	3078	v6
P0CW27	73.1	88.75	28.83	98.69	49.2	7.3	8.0	35.5	Good	3424	v6
P0CZ25	46.23	46.5	31.92	59.28	0.0	0.0	25.5	74.5	Poor	1233	v6
P0DH78	78.07	83.69	42.06	98.38	48.4	6.5	41.5	3.6	Good	1152	v6
P0DI80	77.26	75.19	49.81	98.0	28.2	44.6	25.4	1.8	Good	496	v6
P0DI81	92.44	95.19	56.97	98.56	83.1	11.1	5.8	0.0	Excellent	1163	v6
P0DI82	92.51	94.81	57.0	98.19	85.1	11.7	3.2	0.0	Excellent	1163	v6
P0DJ07	87.5	91.25	64.44	96.44	53.3	44.3	2.3	0.0	Good	643	v6
P0DJ93	69.34	69.25	39.88	96.5	18.3	27.1	41.0	13.5	Medium	731	v6
P0DJD0	66.21	80.25	19.98	98.25	30.9	28.9	6.1	34.1	Medium	13840	v6
P0DJD1	66.27	78.75	21.83	96.88	25.5	32.9	7.9	33.7	Medium	13885	v6
P0DJD3	49.09	42.41	28.5	93.69	9.3	6.1	9.7	74.9	Poor	3933	v6
P0DJD4	49.83	43.47	31.09	93.19	8.2	7.4	10.3	74.1	Poor	3933	v6
P0DJD7	91.15	96.5	43.38	98.88	74.4	18.0	5.4	2.2	Excellent	2956	v6
P0DJD8	91.15	96.44	44.22	98.88	74.7	17.0	5.3	3.0	Excellent	2956	v6
P0DJD9	91.28	96.56	42.84	98.88	74.5	17.8	5.7	1.9	Excellent	2957	v6
P0DJG4	63.18	65.06	28.95	96.56	11.5	31.3	19.6	37.6	Medium	3735	v6
P0DJH9	73.41	77.88	33.66	96.38	28.3	28.5	25.5	17.7	Good	1637	v6
P0DJI8	93.74	97.81	62.19	98.88	82.2	17.0	0.8	0.0	Excellent	958	v6
P0DJI9	94.01	97.81	62.19	98.88	78.0	21.2	0.8	0.0	Excellent	955	v6
P0DJJ0	87.99	94.94	34.97	98.81	74.2	10.6	10.8	4.4	Good	3744	v6
P0DJR0	93.55	96.06	37.62	98.75	84.5	12.9	2.2	0.5	Excellent	1715	v6
P0DKB5	81.45	90.44	34.66	98.5	51.8	22.8	14.3	11.1	Good	2840	v6
P0DKB6	61.48	62.19	30.11	90.25	0.8	26.2	49.6	23.5	Medium	1063	v6
P0DKL9	81.42	91.25	38.72	97.75	55.3	21.4	10.6	12.7	Good	1232	v6
P0DKV0	40.29	37.09	26.17	91.5	0.0	4.2	7.6	88.2	Poor	9163	v6
P0DKX0	69.18	82.06	19.17	92.69	7.5	62.8	3.0	26.8	Medium	5033	v6
P0DKX4	71.2	66.75	46.97	98.06	18.3	23.2	56.4	2.2	Good	777	v6
P0DL12	59.88	56.47	40.06	93.94	8.6	7.9	63.9	19.7	Medium	935	v6
P0DM35	74.02	76.5	49.16	85.5	0.0	74.3	24.8	1.0	Good	404	v6
P0DM63	51.78	47.5	26.73	80.69	0.0	15.1	32.6	52.3	Medium	2962	v6
P0DMB1	47.11	45.38	25.05	73.31	0.0	2.1	36.6	61.3	Poor	2179	v6
P0DMB2	68.75	68.81	37.94	98.25	22.3	26.8	22.8	28.1	Medium	939	v6
P0DMC3	72.73	65.12	57.34	94.81	19.8	21.3	58.8	0.0	Good	464	v6
P0DME0	78.97	92.56	35.19	98.12	57.4	7.0	24.9	10.7	Good	2373	v6
P0DML2	82.67	89.56	46.41	98.62	49.2	28.7	21.0	1.1	Good	1757	v6
P0DML3	83.15	90.31	41.72	98.62	52.1	27.5	18.6	1.8	Good	1755	v6
P0DMM9	96.62	98.44	35.81	98.94	97.4	0.2	0.6	1.7	Excellent	2409	v6
P0DMN0	96.61	98.5	32.53	98.94	97.4	0.2	0.6	1.7	Excellent	2409	v6
P0DMP1	68.9	66.81	48.97	80.94	0.0	47.6	49.2	3.2	Medium	185	v6
P0DMP2	88.76	95.5	35.84	98.88	76.4	8.7	10.4	4.5	Good	3737	v6
P0DMQ5	59.3	53.66	38.16	92.12	1.7	19.0	52.9	26.4	Medium	1088	v6
P0DMQ9	68.01	62.16	39.38	98.38	22.1	18.4	38.4	21.1	Medium	1272	v6
P0DMR1	70.77	63.78	37.47	98.25	32.5	10.8	43.9	12.8	Good	2243	v6
P0DMR2	75.66	82.69	42.72	91.19	1.2	65.0	30.6	3.2	Good	728	v6
P0DMR3	38.88	38.34	24.38	62.34	0.0	0.0	11.6	88.4	Poor	1589	v6
P0DMS8	91.51	95.75	41.03	98.62	85.1	8.0	2.0	4.9	Excellent	2542	v6
P0DMS9	70.83	79.25	23.94	97.69	34.6	22.7	17.0	25.7	Good	2126	v6
P0DMT0	81.26	93.81	41.06	97.38	55.2	12.8	29.8	2.2	Good	366	v6
P0DMU2	90.23	93.25	36.94	98.5	71.4	22.7	3.7	2.1	Excellent	2419	v6
P0DMU3	40.26	39.28	26.14	57.78	0.0	0.0	14.0	86.0	Poor	1285	v6
P0DMU7	70.23	64.88	38.81	94.31	23.1	23.4	41.7	11.8	Good	1481	v6
P0DMU8	70.29	65.62	39.25	94.56	23.4	22.3	43.2	11.1	Good	1481	v6
P0DMU9	70.51	64.44	36.12	95.81	31.8	14.5	36.9	16.8	Good	1474	v6
P0DMV0	70.05	64.75	38.28	94.5	22.5	23.2	42.3	12.0	Good	1481	v6
P0DMV1	68.94	65.12	37.12	94.19	15.2	29.5	42.6	12.7	Medium	1491	v6
P0DMV2	68.99	63.94	36.75	94.5	16.8	28.4	41.3	13.4	Medium	1491	v6
P0DMV8	89.5	93.88	28.81	98.75	69.3	24.3	2.4	4.0	Good	4928	v6
P0DMV9	89.33	93.94	25.88	98.75	70.2	22.2	3.3	4.2	Good	4928	v6
P0DMW2	74.37	78.31	45.47	91.25	2.3	62.2	29.5	6.0	Good	349	v6
P0DMW3	69.27	73.38	37.88	87.31	0.0	59.6	30.1	10.3	Medium	522	v6
P0DMW4	67.79	69.62	46.78	81.44	0.0	48.1	48.8	3.1	Medium	590	v6
