uniprot_id	sequence_len	mass_recalc	isoelectric_point	gravy	aromaticity	instability_index
P55196	1824	206801.821000	6.061617	-0.863816	0.060855	62.199731
P55197	1068	113319.132500	8.494564	-0.608333	0.041199	54.196348
P55198	1093	112046.732300	8.925406	-0.381885	0.038426	64.694053
P55199	621	68263.930400	9.425939	-0.770048	0.053140	50.924010
P55201	1214	137497.243600	8.157265	-0.876359	0.061779	64.926450
P55209	391	45373.608800	4.359971	-0.952685	0.081841	54.907187
P55210	303	34276.422900	5.720015	-0.508911	0.092409	31.206271
P55211	416	46280.304700	5.726153	-0.237019	0.074519	49.351442
P55212	293	33309.597000	6.459376	-0.355290	0.102389	37.763174
P55259	537	59479.900500	5.081372	-0.143762	0.080074	47.770577
P55263	362	40544.959900	6.236909	-0.317956	0.088398	39.473508
P55265	1226	136064.792400	8.858101	-0.581077	0.073409	46.141941
P55268	1798	195979.259900	6.071564	-0.461012	0.052280	44.492113
P55273	166	17699.967200	5.691141	-0.000602	0.024096	28.652410
P55283	916	100279.399000	4.654056	-0.323035	0.069869	35.860590
P55285	790	88307.538800	4.765859	-0.475443	0.086076	38.352671
P55286	799	88252.248300	4.549870	-0.270964	0.071339	38.600501
P55287	796	87964.247300	4.746874	-0.419598	0.079146	36.796608
P55289	794	88331.204100	4.642291	-0.333879	0.083123	40.345101
P55290	713	78285.903800	4.800644	-0.184151	0.064516	34.696942
P55291	814	88914.814700	4.813774	-0.317445	0.063882	45.468182
P55316	489	52351.835700	8.989101	-0.749284	0.065440	51.192434
P55317	472	49147.333100	8.934367	-0.482839	0.076271	55.559110
P55318	350	37139.443300	7.009294	-0.447429	0.097143	55.933143
P55327	224	24326.714900	4.789788	-0.652679	0.058036	63.524107
P55344	173	19674.058400	9.644293	0.651445	0.184971	37.339364
P55345	433	49041.148300	5.031865	-0.235566	0.101617	44.122171
P55347	436	47606.105300	4.787628	-0.386927	0.043578	61.777982
P55735	322	35540.111000	5.220230	-0.371739	0.086957	35.381988
P55769	128	14173.386300	8.718527	-0.089844	0.039062	58.306250
P55771	341	36309.678000	9.389836	-0.278886	0.070381	50.193548
P55773	120	13442.732100	9.208487	-0.101667	0.058333	30.272500
P55774	89	9848.687200	9.064400	0.162921	0.067416	31.040449
P55786	919	103275.062300	5.486634	-0.194995	0.097933	37.215169
P55789	205	23448.966900	7.570010	-0.956098	0.087805	59.067854
P55795	449	49263.034200	5.887349	-0.600223	0.113586	32.988641
P55809	520	56156.980200	7.133373	-0.107500	0.067308	25.424462
P55851	309	33229.022300	9.736741	0.067314	0.090615	41.951197
P55854	103	11636.913700	5.320607	-0.828155	0.058252	44.366019
P55884	814	92480.484700	4.893121	-0.632187	0.097052	45.854447
P55895	527	59240.374700	5.560297	-0.373624	0.102467	46.187343
P55899	365	39742.855800	6.088331	-0.139178	0.095890	39.338932
P55916	312	34215.497900	9.311701	0.074679	0.092949	39.309006
P55957	195	21994.446500	5.272408	-0.487692	0.046154	60.693846
P56134	94	10917.731100	9.696835	-0.169149	0.159574	37.561702
P56159	465	51455.372100	8.301674	-0.270108	0.073118	51.542151
P56177	255	27319.291400	9.708375	-0.587059	0.082353	59.788627
P56178	289	31539.538500	9.314086	-0.781315	0.096886	61.679931
P56179	175	19707.953100	9.947165	-0.884000	0.080000	59.740000
P56180	551	64321.658400	8.812200	-0.096189	0.121597	49.657405
P56181	108	11940.387700	9.720172	-0.860185	0.064815	70.556481
P56182	461	52838.592800	9.386226	-0.837744	0.052061	62.655792
P56192	900	101114.562500	5.822893	-0.240778	0.090000	47.281244
P56199	1179	130846.295700	5.912301	-0.225615	0.084818	39.299601
P56202	376	42119.587600	7.135703	-0.335638	0.098404	42.222872
P56211	112	12322.832900	9.071943	-1.083036	0.044643	59.121429
P56270	477	48607.163000	9.210356	-0.102935	0.044025	54.868134
P56279	114	13459.411000	4.975197	-0.281579	0.096491	51.785965
P56282	527	59536.491900	5.953680	-0.176850	0.111954	46.916338
P56373	397	44288.488600	7.880374	-0.017128	0.113350	23.027708
P56377	157	18614.522600	5.387620	-0.168790	0.114650	37.428025
P56378	58	6661.969000	10.075587	-0.022414	0.120690	45.120690
P56381	51	5779.693900	9.933563	-0.411765	0.098039	6.321569
P56385	69	7933.108000	9.343935	-0.571014	0.072464	52.311594
P56470	323	35940.684400	9.208100	-0.265635	0.123839	40.074025
P56524	1084	119038.293300	6.489103	-0.519557	0.044280	59.374825
P56537	245	26598.787400	4.564421	0.091429	0.053061	29.782898
P56539	151	17259.116500	5.498172	0.467550	0.119205	33.345033
P56545	445	48944.293900	6.471256	-0.222921	0.058427	40.115079
P56556	128	15136.371600	9.984751	-0.585938	0.101562	25.060234
P56557	158	17935.569700	5.232166	0.485443	0.183544	33.407595
P56559	192	21486.732900	9.168645	-0.238542	0.067708	49.590625
P56589	373	42139.324900	8.368077	-0.153887	0.064343	43.413137
P56597	212	24235.961800	5.885473	-0.182547	0.084906	53.165613
P56645	1201	131886.480700	6.438630	-0.568110	0.067444	66.298093
P56693	466	49910.537500	6.185583	-0.825322	0.066524	57.723820
P56696	695	77099.841600	9.600841	-0.148345	0.092086	49.366633
P56703	355	39644.742000	7.465142	-0.373803	0.087324	44.551831
P56704	352	39364.397200	8.520545	-0.378409	0.096591	50.647727
P56705	351	39051.389400	8.917541	-0.277208	0.074074	52.156980
P56706	349	39326.775800	9.111011	-0.353868	0.100287	37.000315
P56715	2156	240658.604700	5.547508	-0.631308	0.062152	51.869457
P56730	875	97065.636300	8.409272	-0.492571	0.092571	45.163783
P56746	228	24356.107200	5.612987	0.539912	0.114035	45.885088
P56747	220	23291.316400	8.324690	0.691364	0.081818	42.032773
P56748	225	24845.094200	8.995096	0.481778	0.102222	38.433822
P56750	224	24603.109200	9.796116	0.560268	0.107143	40.007277
P56817	501	55763.151400	5.312650	-0.063673	0.103792	44.231357
P56851	147	17584.068000	6.509395	-0.379592	0.129252	52.392517
P56856	261	27856.185800	8.388578	0.421839	0.103448	35.563218
P56880	219	23515.189200	6.977975	0.432420	0.073059	38.755251
P56915	257	28149.400300	8.860486	-0.584436	0.073930	73.620311
P56937	341	38205.747400	8.349961	-0.011144	0.090909	36.157507
P56945	870	93370.689100	5.406889	-0.477471	0.060920	59.553690
P56962	302	33403.104800	6.143522	-0.305298	0.039735	54.346026
P56975	720	77899.863400	7.793986	-0.377222	0.065278	56.583625
P57052	281	32178.652900	8.874347	-0.795374	0.110320	55.038078
P57053	126	13944.019900	10.367564	-0.749206	0.055556	46.416667
P57054	158	18089.008900	8.803367	0.305063	0.145570	44.784177
P57055	190	20368.102900	5.978405	-1.053684	0.063158	64.906368
P57057	533	57647.447500	8.606868	0.401689	0.112570	27.701745
P57059	783	84901.132500	6.813029	-0.201022	0.063857	59.374100
P57071	1141	129583.717500	8.248488	-0.708677	0.062226	51.290640
P57073	446	47313.686900	6.489103	-0.769507	0.073991	65.424215
P57075	661	74121.843500	7.767412	-0.277458	0.093797	43.834962
P57076	290	33223.805800	6.987070	-0.693448	0.058621	41.734828
P57078	832	91609.702100	6.693496	-0.237500	0.051683	42.084615
P57081	412	45489.202800	6.713106	-0.215049	0.082524	48.799272
P57082	545	60203.236100	7.343564	-0.538716	0.084404	59.329743
P57086	179	19081.404700	9.729327	-0.450279	0.033520	76.261453
P57087	298	33206.509400	9.230342	-0.340604	0.083893	40.117114
P57088	247	27977.837300	9.755759	0.429150	0.117409	53.432429
P57103	927	103008.369000	5.011005	0.125890	0.105717	36.753204
P57105	145	15927.864600	5.861714	-0.168966	0.075862	27.124138
P57678	1058	120035.955800	5.702167	0.025898	0.086011	44.264934
P57679	992	111989.043400	6.289314	-0.573790	0.045363	54.397278
P57682	345	38828.262200	9.439606	-0.641739	0.069565	88.109855
P57721	371	39464.817600	8.220509	-0.206469	0.037736	39.913208
P57727	454	49404.133600	5.952941	0.066300	0.088106	38.176432
P57729	211	23712.097500	7.651347	-0.183412	0.085308	33.348341
P57730	90	10137.744100	6.268284	-0.277778	0.022222	41.188889
P57735	213	23495.332300	5.721436	-0.152113	0.084507	23.910798
P57737	925	100603.908600	5.514314	-0.247892	0.061622	52.649838
P57738	103	11340.805800	5.505050	-0.024272	0.106796	27.123398
P57739	230	24548.444400	8.465875	0.557826	0.100000	46.521348
P57740	925	106372.841400	5.276898	-0.372432	0.086486	47.493319
P57764	484	52800.424700	4.996398	-0.173967	0.057851	48.755186
P57768	344	39166.072000	4.588919	-0.700291	0.078488	57.810465
P57771	180	20916.723000	9.361793	-0.581111	0.094444	64.549444
P57772	596	65303.937900	8.613508	-0.141779	0.057047	44.359060
P57789	538	59763.887100	8.896202	-0.130112	0.091078	40.492007
P57796	275	30432.662500	5.266553	-0.836727	0.043636	50.158909
P58004	480	54493.075700	5.570244	-0.377917	0.093750	52.090000
P58005	492	57290.285500	5.843128	-0.453049	0.105691	41.983760
P58012	376	38771.579200	9.262382	-0.444947	0.077128	66.040718
P58107	5088	555651.365700	5.448211	-0.264465	0.052476	41.420725
P58215	753	83165.559700	6.402537	-0.412351	0.081009	49.027384
P58304	361	39410.111000	7.109444	-0.692798	0.044321	63.332992
P58335	489	53665.530800	7.422286	-0.075869	0.073620	52.752761
P58340	268	30626.817300	9.464942	-1.098134	0.059701	54.215299
P58397	1594	177673.805900	8.247005	-0.575094	0.074655	50.686957
P58418	232	25719.169600	8.801304	0.593966	0.150862	25.426293
P58499	235	25981.567000	8.966215	-0.216170	0.093617	41.137021
P58546	118	12894.641100	5.274965	-0.232203	0.059322	14.198305
P58743	744	81262.741100	5.912074	0.334543	0.099462	32.736573
P58753	221	23882.852300	7.557221	-0.356561	0.067873	66.839367
P58876	126	13935.994600	10.314571	-0.757937	0.055556	43.540476
P59044	892	98766.768600	8.434802	-0.248991	0.060538	52.352937
P59046	1061	120171.620700	6.585161	-0.186899	0.075401	45.053365
P59047	1200	134340.611800	6.078612	-0.136583	0.066667	48.841750
P59103	153	18107.300500	8.730776	-0.867320	0.104575	59.122222
P59190	212	24390.350300	5.525114	-0.558962	0.089623	50.378349
P59510	1910	214719.291200	6.980704	-0.529895	0.086387	46.096764
P59542	299	33907.726800	9.974371	0.876589	0.107023	23.096321
P59665	94	10200.849300	6.535143	0.285106	0.063830	49.705319
P59666	94	10244.858800	5.712341	0.228723	0.063830	43.718085
P59768	71	7850.060700	7.779416	-0.181690	0.056338	35.978873
P59773	190	21572.440900	7.860517	-0.413684	0.078947	45.293158
P59780	193	22017.175400	5.111497	0.061658	0.088083	52.505751
P59817	542	60583.145400	8.888853	-0.641328	0.055351	61.966624
P59827	614	65053.833100	4.953427	0.283550	0.050489	29.013355
P59901	499	55180.038300	8.286395	-0.322445	0.088176	46.042886
P59910	316	36117.900300	7.679255	-0.509177	0.107595	36.391772
P59923	1031	118961.507700	9.503236	-0.919399	0.085354	53.972658
P59942	119	13259.001200	7.849816	-0.593277	0.050420	49.677311
P59990	96	9737.451400	8.223926	0.540625	0.031250	101.000000
P59991	146	14689.365700	8.172029	0.719178	0.027397	107.686301
P59998	168	19666.796800	8.534534	-0.132738	0.083333	51.329167
P60002	83	9461.776000	8.240558	-0.700000	0.072289	59.892771
P60006	121	14280.689600	4.050028	-1.453719	0.066116	87.398347
P60014	251	25570.661600	7.350725	0.344622	0.023904	105.670518
P60022	68	7419.653800	8.960477	0.157353	0.102941	32.905882
P60033	236	25809.130200	5.086146	0.689407	0.114407	33.116186
P60059	68	7741.240200	10.014019	0.320588	0.102941	37.520588
P60174	249	26669.169000	6.445849	-0.118072	0.068273	24.155823
P60201	277	30076.842000	8.711436	0.550181	0.148014	18.890650
P60228	445	52220.202200	5.711318	-0.326966	0.114607	46.455753
P60321	138	15132.001900	9.017596	-0.539130	0.072464	61.421014
P60323	173	18844.006700	9.170902	-0.790173	0.057803	61.217919
P60328	96	9946.781100	8.019754	0.515625	0.020833	110.500000
P60329	112	11432.592800	7.681926	0.571429	0.053571	60.713393
P60368	255	25615.757300	7.521470	0.340000	0.007843	117.174510
P60370	271	27537.239100	7.280984	0.356458	0.011070	112.643911
P60371	365	36781.514600	6.003243	0.310137	0.008219	112.136438
P60372	401	40475.205300	7.117970	0.356608	0.004988	118.496010
P60409	370	37372.446300	7.376985	0.305946	0.010811	109.981892
P60410	259	26298.727800	7.824157	0.392664	0.015444	111.036293
P60411	292	30036.910800	7.869478	0.240753	0.030822	106.800685
P60412	298	30243.197200	7.928854	0.325168	0.016779	112.109732
P60468	96	9974.345300	11.568223	-0.140625	0.072917	62.278229
P60484	403	47165.746500	5.943563	-0.689578	0.124069	44.206476
P60508	538	59521.866600	9.143825	-0.052416	0.091078	42.992770
P60510	307	35079.524400	4.913526	-0.173616	0.110749	37.661010
P60520	117	13666.674700	7.807976	-0.316239	0.119658	32.977778
P60568	153	17627.525700	7.665557	-0.007190	0.071895	47.706601
P60602	79	8182.793100	9.576730	0.510127	0.088608	50.649367
P60604	165	18566.120100	4.615861	-0.204848	0.103030	48.759455
P60660	151	16929.875500	4.557601	-0.388742	0.079470	26.080795
P60709	375	41736.287900	5.290483	-0.199733	0.085333	35.293627
P60763	192	21378.616100	8.426098	-0.102604	0.088542	33.007292
P60842	406	46153.419900	5.321858	-0.261330	0.071429	49.467044
P60852	638	70048.636100	6.631883	-0.192947	0.092476	48.322273
P60866	119	13372.561900	9.948584	-0.395798	0.025210	32.273109
P60880	206	23314.871500	4.656046	-0.865049	0.019417	40.836408
P60891	318	34833.858200	6.506666	0.033333	0.050314	32.988050
P60900	246	27399.151600	6.347631	-0.177642	0.089431	34.595528
P60903	97	11203.001300	6.818769	-0.360825	0.113402	26.634021
P60953	191	21258.357100	6.156766	-0.157068	0.083770	44.060733
P60981	165	18505.538000	8.057275	-0.154545	0.084848	42.867333
P61006	207	23667.929400	9.151819	-0.380676	0.101449	34.664734
P61009	180	20313.148200	8.664503	0.038333	0.122222	25.729444
P61011	504	55704.157300	8.871639	-0.239087	0.065476	34.640893
P61018	213	23586.449500	5.801636	-0.239906	0.089202	41.892958
P61019	212	23545.276500	6.080999	-0.353774	0.089623	33.933491
P61020	215	23706.538600	8.294132	-0.377209	0.079070	39.233953
P61024	79	9660.063900	8.894010	-0.973418	0.113924	95.530380
P61026	200	22540.673400	8.583401	-0.330000	0.090000	29.375500
P61073	352	39745.027100	8.462716	0.399432	0.130682	30.804006
P61077	147	16686.975300	7.666693	-0.349660	0.102041	42.835374
P61081	183	20899.726300	7.573534	-0.516940	0.098361	40.479290
P61086	200	22406.379200	5.328394	-0.269000	0.080000	36.353000
P61088	152	17137.611800	6.130392	-0.271053	0.078947	45.024342
P61106	215	23896.667500	5.850062	-0.399070	0.093023	37.945116
P61158	418	47370.614200	5.611339	-0.266268	0.105263	37.941890
P61160	394	44760.258700	6.294714	-0.184772	0.088832	35.989619
P61163	376	42613.213700	6.189562	-0.284574	0.103723	37.309309
P61165	79	9078.758600	5.573768	1.021519	0.189873	24.070886
P61201	443	51596.088900	5.355734	-0.634763	0.085779	37.927111
P61204	181	20600.520800	6.841732	-0.246409	0.082873	28.280663
P61218	127	14477.919300	4.113802	-0.674016	0.055118	45.451969
P61221	599	67313.584400	8.627562	-0.190985	0.076795	33.988147
P61224	184	20824.555500	5.647147	-0.389674	0.076087	44.259837
P61225	183	20504.132100	4.728402	-0.202186	0.092896	38.459071
P61244	160	18274.617300	5.879448	-1.323750	0.043750	82.094375
P61247	264	29944.585300	9.752084	-0.617803	0.064394	27.835606
P61254	145	17257.999400	10.553684	-1.106897	0.062069	48.523448
P61266	288	33244.331100	5.253765	-0.694097	0.038194	48.785069
P61278	116	12735.448500	5.469923	-0.264655	0.060345	48.568966
P61289	254	29505.699800	5.687162	-0.371260	0.066929	47.094094
P61296	217	23665.489100	9.225120	-0.636866	0.073733	51.165899
P61313	204	24145.771600	11.615801	-0.930392	0.102941	51.453922
P61326	146	17163.403300	5.740136	-0.464384	0.123288	41.991918
P61328	243	27398.947900	9.980367	-0.648971	0.086420	56.716461
P61353	136	15797.523900	10.561807	-0.644118	0.110294	20.857353
P61371	349	39035.383600	8.636072	-0.510315	0.060172	59.712607
P61421	351	40328.615700	4.890052	-0.094302	0.125356	38.014872
P61457	104	11999.460500	6.280618	-0.362500	0.105769	32.891346
P61513	92	10275.158300	10.441509	-0.445652	0.076087	38.381522
P61586	193	21767.896500	5.827725	-0.367876	0.072539	51.729016
P61587	244	27367.966000	8.784801	-0.450820	0.065574	54.868852
P61599	178	20367.925900	4.984291	-0.255618	0.123596	41.656236
P61601	193	22244.987900	5.227448	-0.570466	0.113990	33.888601
P61604	102	10931.551300	8.890658	-0.041176	0.078431	23.751961
P61619	476	52264.127600	8.302899	0.562815	0.111345	25.446282
P61626	148	16536.855000	9.380359	-0.194595	0.087838	27.714189
P61647	398	44835.340300	9.186825	-0.196231	0.108040	40.131910
P61758	197	22625.646000	6.635407	-0.701523	0.071066	42.460914
P61764	594	67567.934800	6.495185	-0.409933	0.069024	45.586212
P61769	119	13714.398100	6.058661	-0.376471	0.109244	33.815210
P61803	113	12496.564600	6.519683	0.824779	0.141593	38.252212
P61812	414	47747.282600	8.816326	-0.466908	0.099034	51.685048
P61916	151	16570.022600	7.565065	-0.009934	0.079470	44.276159
P61923	177	20197.975600	4.693503	-0.052542	0.084746	50.641299
P61925	76	7988.433200	4.450516	-0.718421	0.026316	55.611842
P61927	97	11077.766500	11.741063	-1.239175	0.082474	56.445361
P61952	73	8480.680900	5.466627	-0.978082	0.027397	82.669863
P61956	95	10871.102500	5.318731	-0.892632	0.063158	28.875789
P61960	85	9117.465100	9.358247	0.089412	0.070588	25.308235
P61962	342	38925.747700	5.272749	-0.267251	0.096491	40.306433
P61964	334	36588.053700	8.540143	-0.322156	0.089820	30.341916
P61966	158	18732.774200	5.601676	-0.160759	0.113924	39.601899
P61968	165	17993.536600	8.748182	-0.156970	0.078788	42.891515
P61970	127	14478.326700	5.095923	-0.200787	0.110236	31.159055
P61978	463	50975.658400	5.390974	-0.704752	0.071274	59.840410
P61981	247	28302.267600	4.800530	-0.680162	0.076923	41.996437
P62068	366	42441.933800	6.389805	-0.472678	0.101093	38.301694
P62070	204	23399.306100	5.736384	-0.549020	0.093137	43.228922
P62072	90	10332.878200	5.891782	-0.648889	0.033333	55.713333
P62079	268	30336.750400	4.593637	0.411194	0.164179	35.078731
P62081	194	22126.561700	10.092735	-0.458763	0.061856	39.688144
P62136	330	37511.664200	5.939697	-0.301212	0.106061	44.052152
P62140	327	37186.435000	5.843071	-0.242813	0.103976	39.140703
P62166	190	21878.449600	4.707314	-0.516842	0.126316	31.923684
P62191	440	49183.938200	5.866716	-0.542500	0.045455	36.587045
P62195	406	45625.500800	7.110694	-0.321675	0.041872	45.519704
P62241	208	24204.893000	10.321340	-1.020192	0.076923	50.183221
P62244	130	14839.342300	10.143730	-0.120000	0.076923	25.203077
P62249	146	16445.113100	10.213420	-0.444521	0.075342	35.022603
P62253	170	19508.976100	5.204371	-0.553529	0.088235	46.764118
P62256	183	20654.915900	4.554418	-0.549180	0.103825	63.095683
P62258	255	29173.575200	4.632514	-0.540000	0.074510	41.390667
P62263	151	16272.529900	10.074748	-0.502649	0.033113	48.782119
P62266	143	15807.361800	10.501013	-0.518881	0.055944	22.286014
P62269	152	17718.448000	10.987750	-0.709868	0.059211	34.665789
P62273	56	6676.707100	10.164811	-0.773214	0.125000	32.108929
P62277	151	17222.081300	10.530991	-0.454305	0.066225	51.002649
P62280	158	18430.510900	10.314377	-0.606962	0.094937	41.841139
P62304	92	10803.486400	9.460623	-0.351087	0.076087	52.254348
P62306	86	9725.095500	4.697595	-0.305814	0.081395	29.750000
P62308	76	8495.987500	8.978335	-0.065789	0.039474	35.056579
P62310	102	11845.271500	4.576869	-0.488235	0.049020	51.064706
P62312	80	9127.470900	9.608449	-0.371250	0.087500	56.271250
P62314	119	13281.415800	11.564226	-0.579832	0.025210	14.446218
P62316	118	13526.727600	9.918606	-0.705932	0.042373	45.344915
P62318	126	13916.111400	10.327464	-0.434127	0.039683	25.568254
P62324	171	19208.759300	8.351444	-0.308187	0.087719	49.898304
P62328	44	5052.600200	5.022430	-1.620455	0.022727	70.504545
P62330	175	20081.920200	9.035583	-0.364571	0.091429	24.300571
P62333	389	44172.483800	7.094097	-0.436504	0.056555	28.711054
P62341	195	22277.030200	8.692804	0.163590	0.102564	52.574872
P62380	186	20886.277800	9.611092	0.080108	0.080645	38.742473
P62424	266	29995.240800	10.612221	-0.546992	0.052632	35.836842
P62487	172	19294.096100	5.325211	0.067442	0.104651	31.019826
P62491	216	24393.228200	6.118115	-0.420833	0.078704	39.793056
P62495	437	49030.297900	5.508290	-0.311442	0.091533	27.821968
P62508	458	51305.497100	6.042917	-0.316812	0.065502	70.701114
P62633	177	19462.582300	8.000349	-0.849718	0.067797	49.099435
P62699	121	13841.497900	6.822180	-0.385950	0.090909	44.842149
P62701	263	29597.369900	10.161716	-0.329658	0.072243	19.639163
P62714	309	35574.707600	5.208521	-0.445631	0.113269	32.916214
P62736	377	42008.502700	5.235292	-0.232626	0.084881	36.648833
P62745	196	22123.150000	5.101891	-0.259694	0.076531	46.344898
P62750	156	17694.831400	10.441767	-0.726282	0.051282	53.782051
P62753	249	28680.299000	10.850045	-0.945382	0.040161	51.773133
P62760	191	22142.094800	5.006515	-0.501571	0.109948	30.878010
P62805	103	11367.203100	11.362891	-0.521359	0.058252	42.954369
P62807	126	13905.968600	10.314571	-0.738095	0.055556	45.069048
P62820	205	22677.491400	5.931285	-0.293659	0.092683	37.876585
P62826	216	24422.803200	7.009521	-0.265741	0.101852	23.178704
P62829	140	14865.275800	10.505784	-0.193571	0.050000	25.782143
P62834	184	20986.954500	6.387248	-0.375000	0.076087	44.687554
P62837	147	16735.064500	7.685848	-0.348299	0.102041	42.942177
P62841	145	17039.909300	10.390837	-0.714483	0.075862	44.437241
P62847	133	15423.012800	10.791443	-0.994737	0.075188	22.740602
P62851	125	13741.956400	10.116202	-0.860800	0.040000	21.499200
P62854	115	13015.283500	11.007993	-0.660000	0.052174	47.399130
P62857	69	7840.941600	10.697126	-0.594203	0.014493	37.933333
P62861	133	14389.516500	10.168099	-0.449624	0.037594	24.685714
P62873	340	37376.589400	5.603950	-0.231176	0.079412	37.512647
P62875	67	7645.042300	7.646118	0.174627	0.089552	35.179104
P62877	108	12273.848500	6.488023	-0.279630	0.101852	38.605556
P62879	340	37330.651500	5.604006	-0.177059	0.082353	45.418235
P62888	115	12783.919900	9.653963	-0.294783	0.060870	61.599130
P62891	51	6406.601600	11.999968	-1.450980	0.098039	78.817647
P62899	125	14462.683100	10.540919	-0.814400	0.064000	41.606400
P62906	217	24831.015100	9.939623	-0.408295	0.064516	30.032719
P62910	135	15859.620300	11.324017	-0.767407	0.059259	47.385926
P62913	178	20252.151100	9.639136	-0.533708	0.084270	37.159607
P62917	257	28024.316900	11.035134	-0.527626	0.054475	26.889105
P62937	165	18012.296300	7.681585	-0.316364	0.109091	10.652121
P62942	108	11950.569000	7.886240	-0.411111	0.083333	42.350926
P62945	25	3456.318300	11.999968	-2.648000	0.040000	120.420000
P62952	87	9875.769300	6.214969	0.816092	0.160920	49.732299
P62955	275	31002.248800	6.652231	0.092000	0.130909	58.964764
P62979	156	17964.718700	9.677623	-0.844231	0.070513	45.948718
P62987	128	14728.155600	9.870642	-0.703125	0.039062	38.590625
P62993	217	25206.042900	5.887292	-0.667742	0.133641	37.930415
P62995	288	33665.280800	11.247557	-1.617014	0.104167	118.368750
P63000	192	21449.861400	8.774486	-0.100521	0.083333	33.603125
P63010	937	104551.347000	5.221139	-0.094877	0.067236	37.954333
P63027	116	12662.584600	7.844723	-0.016379	0.051724	39.683621
P63096	354	40360.636400	5.693244	-0.327684	0.098870	38.533898
P63098	170	19299.693800	4.637857	-0.384706	0.088235	24.095294
P63104	245	27744.788300	4.726185	-0.620816	0.077551	45.706204
P63146	152	17312.148100	4.911992	-0.649342	0.098684	85.744079
P63151	447	51691.488700	5.819426	-0.610515	0.100671	42.297987
P63162	240	24613.783400	11.199270	-0.290000	0.025000	51.396667
P63165	101	11556.862300	5.344821	-0.915842	0.059406	44.428713
P63167	89	10365.769800	6.889647	-0.448315	0.123596	42.741685
P63172	113	12451.912300	4.999296	-0.092920	0.097345	36.212389
P63173	70	8217.785800	10.098150	-0.751429	0.057143	40.552857
P63208	163	18657.793200	4.399133	-0.716564	0.055215	53.030675
P63211	74	8495.773200	4.757105	-0.606757	0.027027	47.724324
P63218	68	7318.399500	9.896429	-0.098529	0.044118	44.083824
P63220	83	9111.281400	8.683779	-0.284337	0.072289	8.433735
P63241	154	16832.077700	5.074381	-0.264935	0.051948	40.165584
P63244	317	35076.323000	7.601442	-0.251420	0.085174	22.671293
P63252	427	48287.741500	5.472936	-0.084543	0.098361	39.039110
P63261	375	41792.394300	5.307534	-0.198933	0.085333	37.946693
P63267	376	41876.427900	5.307534	-0.218617	0.085106	34.815984
P63272	117	13193.056800	8.285042	-0.279487	0.085470	45.960684
P63279	158	18006.615300	8.869254	-0.532911	0.101266	45.773418
P63316	161	18402.335100	4.050028	-0.610559	0.074534	33.732298
P67775	309	35593.793800	5.301793	-0.427184	0.113269	35.124628
P67809	324	35923.745500	9.874896	-1.484259	0.074074	65.906173
P67812	179	20625.067600	9.483251	0.103911	0.100559	27.467598
P67870	215	24942.161500	5.329019	-0.460930	0.120930	39.476279
P67936	248	28521.487200	4.669573	-1.020968	0.016129	42.352016
P68032	377	42018.517400	5.229437	-0.227586	0.084881	35.324164
P68036	154	17861.366600	8.680039	-0.754545	0.090909	45.285065
P68104	462	50140.273700	9.103145	-0.257359	0.067100	27.026407
P68106	108	11782.374400	8.618988	-0.407407	0.074074	42.912963
P68133	377	42050.582400	5.229437	-0.232361	0.084881	36.135836
P68363	451	50151.066000	4.942855	-0.230377	0.095344	37.326608
P68366	448	49923.852100	4.946663	-0.251563	0.095982	38.080804
P68371	445	49830.470200	4.792061	-0.362472	0.096629	37.804045
P68400	391	45143.046700	7.292068	-0.476215	0.104859	48.788312
P68402	229	25568.975700	5.568653	-0.295633	0.056769	35.090830
P68431	136	15403.907200	11.126937	-0.579412	0.051471	49.001471
P68543	259	29277.695900	5.912699	-0.590734	0.069498	48.757915
P68871	147	15998.206400	6.744538	0.013605	0.088435	6.157823
P69849	1222	134131.931800	5.443379	-0.153191	0.087561	38.058797
P69891	147	16128.212900	6.644899	-0.124490	0.088435	14.646939
P69892	147	16126.240000	6.644899	-0.104082	0.088435	13.491837
P69905	142	15257.359100	8.716915	0.047887	0.077465	6.973944
P78310	365	40029.449700	7.485093	-0.270959	0.065753	46.929863
P78314	561	62242.829200	7.669706	-0.684670	0.080214	66.222496
P78316	857	97667.258300	7.327592	-0.761027	0.053676	52.633372
P78317	190	21318.666600	6.594142	-0.690000	0.026316	65.164737
P78318	339	39221.426900	5.260131	-0.866372	0.070796	51.014159
P78324	504	54966.197500	6.514567	-0.435913	0.057540	35.212520
P78325	824	88770.177800	7.627986	-0.277913	0.060680	45.679988
P78329	520	59852.764500	6.603008	-0.117885	0.103846	57.863115
P78330	225	25007.399800	5.534038	-0.126667	0.084444	37.483644
P78332	1123	128642.398300	5.925374	-1.303651	0.083704	55.529653
P78333	572	63706.293400	6.375311	-0.221329	0.075175	42.338829
P78334	506	57971.055000	8.362017	-0.129249	0.118577	43.566028
P78337	314	34127.756400	9.132414	-0.777070	0.082803	62.929299
P78344	907	102360.677100	6.695883	-0.467806	0.068357	50.529890
P78345	283	31833.953900	9.937560	-0.472438	0.031802	47.017668
P78346	268	29320.883700	9.107078	0.061194	0.059701	40.056381
P78347	998	112414.997500	6.087877	-0.525952	0.079158	54.207425
P78348	528	59908.825800	5.484019	-0.267614	0.107955	41.127481
P78352	724	80494.372200	5.575416	-0.468923	0.074586	45.671561
