map_id	canonical_uniprot_id	isoform_uniprot_id	boundary_class	relation_type	mapping_scope	sequence_status_class	source	source_version	fetch_date
P04035|P04035-3	P04035	P04035-3	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04049|P04049-1	P04049	P04049-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04049|P04049-2	P04049	P04049-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04053|P04053-1	P04053	P04053-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04053|P04053-2	P04053	P04053-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04062|P04062-1	P04062	P04062-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04062|P04062-2	P04062	P04062-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04062|P04062-3	P04062	P04062-3	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04062|P04062-4	P04062	P04062-4	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04062|P04062-5	P04062	P04062-5	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04070|P04070-1	P04070	P04070-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04070|P04070-2	P04070	P04070-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04075|P04075-1	P04075	P04075-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04075|P04075-2	P04075	P04075-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04085|P04085-1	P04085	P04085-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04085|P04085-2	P04085	P04085-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04090|P04090-1	P04090	P04090-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04090|P04090-2	P04090	P04090-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04150|P04150-1	P04150	P04150-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04150|P04150-10	P04150	P04150-10	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04150|P04150-11	P04150	P04150-11	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04150|P04150-12	P04150	P04150-12	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04150|P04150-13	P04150	P04150-13	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04150|P04150-14	P04150	P04150-14	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04150|P04150-15	P04150	P04150-15	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04150|P04150-16	P04150	P04150-16	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04150|P04150-2	P04150	P04150-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04150|P04150-3	P04150	P04150-3	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04150|P04150-4	P04150	P04150-4	isoform	canonical_isoform	self_accession	other	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04150|P04150-5	P04150	P04150-5	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04150|P04150-6	P04150	P04150-6	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04150|P04150-7	P04150	P04150-7	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04150|P04150-8	P04150	P04150-8	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04150|P04150-9	P04150	P04150-9	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04179|P04179-1	P04179	P04179-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04179|P04179-2	P04179	P04179-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04179|P04179-3	P04179	P04179-3	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04179|P04179-4	P04179	P04179-4	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04181|P04181-1	P04181	P04181-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04181|P04181-2	P04181	P04181-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04217|P04217-1	P04217	P04217-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04217|P04217-2	P04217	P04217-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04233|P04233-1	P04233	P04233-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04233|P04233-2	P04233	P04233-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04233|P04233-3	P04233	P04233-3	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04233|P04233-4	P04233	P04233-4	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04233|P04233-5	P04233	P04233-5	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04234|P04234-1	P04234	P04234-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04234|P04234-2	P04234	P04234-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04275|P04275-1	P04275	P04275-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04275|P04275-2	P04275	P04275-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04278|P04278-1	P04278	P04278-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04278|P04278-2	P04278	P04278-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04278|P04278-3	P04278	P04278-3	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04278|P04278-4	P04278	P04278-4	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04278|P04278-5	P04278	P04278-5	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04279|P04279-1	P04279	P04279-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04279|P04279-2	P04279	P04279-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04406|P04406-1	P04406	P04406-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04406|P04406-2	P04406	P04406-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04424|P04424-1	P04424	P04424-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04424|P04424-2	P04424	P04424-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04424|P04424-3	P04424	P04424-3	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04439|P04439-1	P04439	P04439-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04439|P04439-2	P04439	P04439-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04554|P04554-1	P04554	P04554-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04554|P04554-2	P04554	P04554-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04626|P04626-1	P04626	P04626-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04626|P04626-2	P04626	P04626-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04626|P04626-3	P04626	P04626-3	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04626|P04626-4	P04626	P04626-4	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04626|P04626-5	P04626	P04626-5	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04626|P04626-6	P04626	P04626-6	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04629|P04629-1	P04629	P04629-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04629|P04629-2	P04629	P04629-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04629|P04629-3	P04629	P04629-3	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04629|P04629-4	P04629	P04629-4	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04637|P04637-1	P04637	P04637-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04637|P04637-2	P04637	P04637-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04637|P04637-3	P04637	P04637-3	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04637|P04637-4	P04637	P04637-4	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04637|P04637-5	P04637	P04637-5	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04637|P04637-6	P04637	P04637-6	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04637|P04637-7	P04637	P04637-7	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04637|P04637-8	P04637	P04637-8	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04637|P04637-9	P04637	P04637-9	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04732|P04732-1	P04732	P04732-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04732|P04732-2	P04732	P04732-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04746|P04746-1	P04746	P04746-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04746|P04746-2	P04746	P04746-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04798|P04798-1	P04798	P04798-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04798|P04798-2	P04798	P04798-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04798|P04798-3	P04798	P04798-3	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04808|P04808-1	P04808	P04808-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04808|P04808-2	P04808	P04808-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04818|P04818-1	P04818	P04818-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04818|P04818-2	P04818	P04818-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04818|P04818-3	P04818	P04818-3	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04844|P04844-1	P04844	P04844-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04844|P04844-2	P04844	P04844-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04899|P04899-1	P04899	P04899-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04899|P04899-2	P04899	P04899-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04899|P04899-3	P04899	P04899-3	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04899|P04899-4	P04899	P04899-4	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04899|P04899-5	P04899	P04899-5	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04899|P04899-6	P04899	P04899-6	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P04920|P04920-1	P04920	P04920-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
