isoform_record_id	canonical_uniprot_id	isoform_uniprot_id	boundary_class	boundary_reason	mapping_scope	relation_type	event_types	named_isoforms_declared	isoform_name_token	isoform_synonyms	isoid_raw	sequence_status_raw	sequence_status_class	is_displayed_sequence	isoform_block_raw	source	source_version	fetch_date
P35813|P35813-1	P35813	P35813-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	3	Alpha-1		P35813-1	Displayed	displayed	TRUE	Name=Alpha-1; IsoId=P35813-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P35813|P35813-2	P35813	P35813-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	3	Alpha-2		P35813-2	VSP_005085, VSP_005086	variant_vsp	FALSE	Name=Alpha-2; IsoId=P35813-2; Sequence=VSP_005085, VSP_005086;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P35813|P35813-3	P35813	P35813-3	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	3	3		P35813-3	VSP_045687	variant_vsp	FALSE	Name=3; IsoId=P35813-3; Sequence=VSP_045687;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P35858|P35858-1	P35858	P35858-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	2	1		P35858-1	Displayed	displayed	TRUE	Name=1; IsoId=P35858-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P35858|P35858-2	P35858	P35858-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	2	2		P35858-2	VSP_044605	variant_vsp	FALSE	Name=2; IsoId=P35858-2; Sequence=VSP_044605;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P35913|P35913-1	P35913	P35913-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	3	1		P35913-1	Displayed	displayed	TRUE	Name=1; IsoId=P35913-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P35913|P35913-2	P35913	P35913-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	3	2		P35913-2	VSP_036884	variant_vsp	FALSE	Name=2; IsoId=P35913-2; Sequence=VSP_036884;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P35913|P35913-3	P35913	P35913-3	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	3	3		P35913-3	VSP_044919	variant_vsp	FALSE	Name=3; IsoId=P35913-3; Sequence=VSP_044919;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P35914|P35914-1	P35914	P35914-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	3	1		P35914-1	Displayed	displayed	TRUE	Name=1; IsoId=P35914-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P35914|P35914-2	P35914	P35914-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	3	2	HMGCS2delta5,6	P35914-2	VSP_047444	variant_vsp	FALSE	Name=2; Synonyms=HMGCS2delta5,6; IsoId=P35914-2; Sequence=VSP_047444;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P35914|P35914-3	P35914	P35914-3	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	3	3	HMGCS2delta5,6,7	P35914-3	VSP_047444, VSP_043788	variant_vsp	FALSE	Name=3; Synonyms=HMGCS2delta5,6,7; IsoId=P35914-3; Sequence=VSP_047444, VSP_043788;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P35916|P35916-1	P35916	P35916-1	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	3	2	Short	P35916-1	VSP_041995	variant_vsp	FALSE	Name=2; Synonyms=Short; IsoId=P35916-1; Sequence=VSP_041995;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P35916|P35916-2	P35916	P35916-2	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	3	1	Long	P35916-2	Displayed	displayed	TRUE	Name=1; Synonyms=Long; IsoId=P35916-2; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P35916|P35916-3	P35916	P35916-3	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	3	3	sVegfr3	P35916-3	VSP_041993, VSP_041994	variant_vsp	FALSE	Name=3; Synonyms=sVegfr3; IsoId=P35916-3; Sequence=VSP_041993, VSP_041994;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P35968|P35968-1	P35968	P35968-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	3	1	mbVegfr-2	P35968-1	Displayed	displayed	TRUE	Name=1; Synonyms=mbVegfr-2; IsoId=P35968-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P35968|P35968-2	P35968	P35968-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	3	2	sVegfr-2	P35968-2	VSP_041988, VSP_041989	variant_vsp	FALSE	Name=2; Synonyms=sVegfr-2; IsoId=P35968-2; Sequence=VSP_041988, VSP_041989;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P35968|P35968-3	P35968	P35968-3	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	3	3	VEGFR2-712	P35968-3	VSP_041990, VSP_041991	variant_vsp	FALSE	Name=3; Synonyms=VEGFR2-712; IsoId=P35968-3; Sequence=VSP_041990, VSP_041991;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P35998|P35998-1	P35998	P35998-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	2	1		P35998-1	Displayed	displayed	TRUE	Name=1; IsoId=P35998-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P35998|P35998-2	P35998	P35998-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	2	2		P35998-2	VSP_056178	variant_vsp	FALSE	Name=2; IsoId=P35998-2; Sequence=VSP_056178;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36269|P36269-1	P36269	P36269-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	3	1		P36269-1	Displayed	displayed	TRUE	Name=1; IsoId=P36269-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36269|P36269-2	P36269	P36269-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	3	2		P36269-2	VSP_008146	variant_vsp	FALSE	Name=2; IsoId=P36269-2; Sequence=VSP_008146;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36269|P36269-3	P36269	P36269-3	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	3	3		P36269-3	VSP_043470	variant_vsp	FALSE	Name=3; IsoId=P36269-3; Sequence=VSP_043470;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36402|P36402-1	P36402	P36402-1	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative promoter usage, Alternative splicing	15	4L {ECO:0000305|PubMed:8622675}	D	P36402-1	VSP_062571	variant_vsp	FALSE	Name=4L {ECO:0000305|PubMed:8622675}; Synonyms=D; IsoId=P36402-1; Sequence=VSP_062571;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36402|P36402-10	P36402	P36402-10	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative promoter usage, Alternative splicing	15	5S	TCF-1D {ECO:0000303|PubMed:1569101, ECO:0000303|PubMed:7640309}	P36402-10	VSP_062568, VSP_062575, VSP_062576	variant_vsp	FALSE	Name=5S; Synonyms=TCF-1D {ECO:0000303|PubMed:1569101, ECO:0000303|PubMed:7640309}; IsoId=P36402-10; Sequence=VSP_062568, VSP_062575, VSP_062576;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36402|P36402-13	P36402	P36402-13	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative promoter usage, Alternative splicing	15	7L {ECO:0000305|PubMed:8622675}	F	P36402-13	VSP_062574, VSP_062577	variant_vsp	FALSE	Name=7L {ECO:0000305|PubMed:8622675}; Synonyms=F; IsoId=P36402-13; Sequence=VSP_062574, VSP_062577;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36402|P36402-14	P36402	P36402-14	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative promoter usage, Alternative splicing	15	7S	TCF-1F {ECO:0000303|PubMed:7640309}	P36402-14	VSP_062568, VSP_062574, VSP_062577	variant_vsp	FALSE	Name=7S; Synonyms=TCF-1F {ECO:0000303|PubMed:7640309}; IsoId=P36402-14; Sequence=VSP_062568, VSP_062574, VSP_062577;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36402|P36402-15	P36402	P36402-15	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative promoter usage, Alternative splicing	15	8L {ECO:0000305|PubMed:8622675}	G	P36402-15	VSP_062573, VSP_062578	variant_vsp	FALSE	Name=8L {ECO:0000305|PubMed:8622675}; Synonyms=G; IsoId=P36402-15; Sequence=VSP_062573, VSP_062578;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36402|P36402-16	P36402	P36402-16	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative promoter usage, Alternative splicing	15	8S	TCF-1G {ECO:0000303|PubMed:7640309}	P36402-16	VSP_062568, VSP_062573, VSP_062578	variant_vsp	FALSE	Name=8S; Synonyms=TCF-1G {ECO:0000303|PubMed:7640309}; IsoId=P36402-16; Sequence=VSP_062568, VSP_062573, VSP_062578;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36402|P36402-17	P36402	P36402-17	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative promoter usage, Alternative splicing	15	1S	TCF-1E {ECO:0000303|PubMed:7640309}	P36402-17	VSP_062568, VSP_062572	variant_vsp	FALSE	Name=1S; Synonyms=TCF-1E {ECO:0000303|PubMed:7640309}; IsoId=P36402-17; Sequence=VSP_062568, VSP_062572;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36402|P36402-18	P36402	P36402-18	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative promoter usage, Alternative splicing	15	18 {ECO:0000305|PubMed:8622675}		P36402-18	VSP_062569	variant_vsp	FALSE	Name=18 {ECO:0000305|PubMed:8622675}; IsoId=P36402-18; Sequence=VSP_062569;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36402|P36402-2	P36402	P36402-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative promoter usage, Alternative splicing	15	4S	TCF-1A {ECO:0000303|PubMed:1989880}	P36402-2	VSP_062568, VSP_062571	variant_vsp	FALSE	Name=4S; Synonyms=TCF-1A {ECO:0000303|PubMed:1989880}; IsoId=P36402-2; Sequence=VSP_062568, VSP_062571;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36402|P36402-3	P36402	P36402-3	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative promoter usage, Alternative splicing	15	1L {ECO:0000305|PubMed:8622675}		P36402-3	VSP_062572	variant_vsp	FALSE	Name=1L {ECO:0000305|PubMed:8622675}; IsoId=P36402-3; Sequence=VSP_062572;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36402|P36402-5	P36402	P36402-5	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative promoter usage, Alternative splicing	15	2L {ECO:0000305|PubMed:8622675}		P36402-5	Displayed	displayed	TRUE	Name=2L {ECO:0000305|PubMed:8622675}; IsoId=P36402-5; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36402|P36402-6	P36402	P36402-6	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative promoter usage, Alternative splicing	15	2S	B, TCF-1B {ECO:0000303|PubMed:1989880}	P36402-6	VSP_062568	variant_vsp	FALSE	Name=2S; Synonyms=B, TCF-1B {ECO:0000303|PubMed:1989880}; IsoId=P36402-6; Sequence=VSP_062568;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36402|P36402-7	P36402	P36402-7	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative promoter usage, Alternative splicing	15	3L {ECO:0000305|PubMed:8622675}		P36402-7	VSP_062570	variant_vsp	FALSE	Name=3L {ECO:0000305|PubMed:8622675}; IsoId=P36402-7; Sequence=VSP_062570;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36402|P36402-8	P36402	P36402-8	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative promoter usage, Alternative splicing	15	3S	C, TCF-1C {ECO:0000303|PubMed:1989880}	P36402-8	VSP_062568, VSP_062570	variant_vsp	FALSE	Name=3S; Synonyms=C, TCF-1C {ECO:0000303|PubMed:1989880}; IsoId=P36402-8; Sequence=VSP_062568, VSP_062570;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36402|P36402-9	P36402	P36402-9	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative promoter usage, Alternative splicing	15	5L {ECO:0000305|PubMed:8622675}	D	P36402-9	VSP_062575, VSP_062576	variant_vsp	FALSE	Name=5L {ECO:0000305|PubMed:8622675}; Synonyms=D; IsoId=P36402-9; Sequence=VSP_062575, VSP_062576;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36404|P36404-1	P36404	P36404-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	2	1		P36404-1	Displayed	displayed	TRUE	Name=1; IsoId=P36404-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36404|P36404-2	P36404	P36404-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	2	2		P36404-2	VSP_047278	variant_vsp	FALSE	Name=2; IsoId=P36404-2; Sequence=VSP_047278;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36406|P36406-1	P36406	P36406-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	3	Alpha		P36406-1	Displayed	displayed	TRUE	Name=Alpha; IsoId=P36406-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36406|P36406-2	P36406	P36406-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	3	Beta		P36406-2	VSP_000296	variant_vsp	FALSE	Name=Beta; IsoId=P36406-2; Sequence=VSP_000296;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36406|P36406-3	P36406	P36406-3	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	3	Gamma		P36406-3	VSP_000297	variant_vsp	FALSE	Name=Gamma; IsoId=P36406-3; Sequence=VSP_000297;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36508|P36508-1	P36508	P36508-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	2	2		P36508-1	Displayed	displayed	TRUE	Name=2; IsoId=P36508-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36508|P36508-2	P36508	P36508-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	2	1		P36508-2	VSP_006894	variant_vsp	FALSE	Name=1; IsoId=P36508-2; Sequence=VSP_006894;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36537|P36537-1	P36537	P36537-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	2	1		P36537-1	Displayed	displayed	TRUE	Name=1; IsoId=P36537-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36537|P36537-2	P36537	P36537-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	2	2		P36537-2	VSP_054337	variant_vsp	FALSE	Name=2; IsoId=P36537-2; Sequence=VSP_054337;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36542|P36542-1	P36542	P36542-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	2	Liver	L	P36542-1	Displayed	displayed	TRUE	Name=Liver; Synonyms=L; IsoId=P36542-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36542|P36542-2	P36542	P36542-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	2	Heart	H	P36542-2	VSP_000439	variant_vsp	FALSE	Name=Heart; Synonyms=H; IsoId=P36542-2; Sequence=VSP_000439;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36543|P36543-1	P36543	P36543-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	3	1		P36543-1	Displayed	displayed	TRUE	Name=1; IsoId=P36543-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36543|P36543-2	P36543	P36543-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	3	2		P36543-2	VSP_042925	variant_vsp	FALSE	Name=2; IsoId=P36543-2; Sequence=VSP_042925;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36543|P36543-3	P36543	P36543-3	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	3	3		P36543-3	VSP_044589	variant_vsp	FALSE	Name=3; IsoId=P36543-3; Sequence=VSP_044589;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36544|P36544-1	P36544	P36544-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	3	1		P36544-1	Displayed	displayed	TRUE	Name=1; IsoId=P36544-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36544|P36544-2	P36544	P36544-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	3	2		P36544-2	VSP_043019	variant_vsp	FALSE	Name=2; IsoId=P36544-2; Sequence=VSP_043019;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36544|P36544-3	P36544	P36544-3	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	3	3		P36544-3	VSP_058107, VSP_058108	variant_vsp	FALSE	Name=3; IsoId=P36544-3; Sequence=VSP_058107, VSP_058108;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36551|P36551-1	P36551	P36551-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	2	1		P36551-1	Displayed	displayed	TRUE	Name=1; IsoId=P36551-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36551|P36551-2	P36551	P36551-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	2	2		P36551-2	VSP_057182, VSP_057183	variant_vsp	FALSE	Name=2; IsoId=P36551-2; Sequence=VSP_057182, VSP_057183;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36575|P36575-1	P36575	P36575-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	2	1		P36575-1	Displayed	displayed	TRUE	Name=1; IsoId=P36575-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36575|P36575-2	P36575	P36575-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	2	2		P36575-2	VSP_017495	variant_vsp	FALSE	Name=2; IsoId=P36575-2; Sequence=VSP_017495;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36639|P36639-1	P36639	P36639-1	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative initiation	4	p26		P36639-1	VSP_061190	variant_vsp	FALSE	Name=p26; IsoId=P36639-1; Sequence=VSP_061190;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36639|P36639-2	P36639	P36639-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative initiation	4	p22		P36639-2	VSP_061189	variant_vsp	FALSE	Name=p22; IsoId=P36639-2; Sequence=VSP_061189;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36639|P36639-3	P36639	P36639-3	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative initiation	4	p21		P36639-3	VSP_061188	variant_vsp	FALSE	Name=p21; IsoId=P36639-3; Sequence=VSP_061188;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
P36639|P36639-4	P36639	P36639-4	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative initiation	4	p18		P36639-4	Displayed	displayed	TRUE	Name=p18; IsoId=P36639-4; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
